,Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento,Classe,Talento,Idade
416,Philippines,06 Sep 2025,"Bryan Pocholo Miguel Illana – Victor Goldmane, High and Mighty – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Victor Goldmane, High and Mighty",nao informado,https://fabtcg.com/decklists/bryan-pocholo-miguel-illana-victor-goldmane-high-and-mighty-world-tour-manila-battle-hardened/,battle hardened,['Guardian'],['nenhum'],['Adult']
417,Philippines,06 Sep 2025,"Edric Ramos – Arakni, Marionette – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/edric-ramos-arakni-marionette-world-tour-manila-battle-hardened/,battle hardened,['Assassin'],['Chaos'],['Adult']
418,Philippines,06 Sep 2025,"Juan Manuel Gatus – Kano, Dracai of Aether – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Kano, Dracai of Aether",nao informado,https://fabtcg.com/decklists/juan-manuel-gatus-kano-dracai-of-aether-world-tour-manila-battle-hardened/,battle hardened,['Wizard'],['nenhum'],['Adult']
419,Philippines,06 Sep 2025,"Oniel De Leon – Cindra, Dracai of Retribution – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/oniel-de-leon-cindra-dracai-of-retribution-world-tour-manila-battle-hardened/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
420,Philippines,06 Sep 2025,Keenan Fernandez – Kassai of the Golden Sand – World Tour: Manila Battle Hardened,Battle Hardened: Manila,Classic Constructed,Kassai of the Golden Sand,nao informado,https://fabtcg.com/decklists/keenan-fernandez-kassai-of-the-golden-sand-world-tour-manila-battle-hardened/,battle hardened,['Warrior'],['nenhum'],['Adult']
421,Taiwan,06 Sep 2025,CYK Lionel – Dash I/O – World Tour: Manila Battle Hardened,Battle Hardened: Manila,Classic Constructed,Dash I/O,nao informado,https://fabtcg.com/decklists/cyk-lionel-dash-io-world-tour-manila-battle-hardened/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
422,Malaysia,06 Sep 2025,"Peng Joon – Florian, Rotwood Harbinger – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/peng-joon-florian-rotwood-harbinger-world-tour-manila-battle-hardened/,battle hardened,['Runeblade'],['Elemental'],['Adult']
423,Philippines,06 Sep 2025,"Janbert Dela Cruz – Florian, Rotwood Harbinger – World Tour: Manila Battle Hardened",Battle Hardened: Manila,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/janbert-dela-cruz-florian-rotwood-harbinger-world-tour-manila-battle-hardened/,battle hardened,['Runeblade'],['Elemental'],['Adult']
424,Germany,06 Sep 2025,"Kim Scheerer – Florian, Rotwood Harbinger – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/kim-scheerer-florian-rotwood-harbinger-battle-hardened-munich-2025/,battle hardened,['Runeblade'],['Elemental'],['Adult']
425,Germany,06 Sep 2025,"Viet Pham – Florian, Rotwood Harbinger – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/viet-pham-florian-rotwood-harbinger-battle-hardened-munich-2025/,battle hardened,['Runeblade'],['Elemental'],['Adult']
426,Slovenia,06 Sep 2025,Samo Planinc – Dash I/O – Battle Hardened Munich 2025,Battle Hardened: Munich,Classic Constructed,Dash I/O,nao informado,https://fabtcg.com/decklists/samo-planinc-dash-io-battle-hardened-munich-2025/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
427,Italy,06 Sep 2025,"Matteo Blasi – Florian, Rotwood Harbinger – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/matteo-blasi-florian-rotwood-harbinger-battle-hardened-munich-2025/,battle hardened,['Runeblade'],['Elemental'],['Adult']
428,Germany,06 Sep 2025,"Philipp Kuschel – Oscilio, Constella Intelligence – Battle Hardened: Munich",Battle Hardened: Munich,Classic Constructed,"Oscilio, Constella Intelligence",nao informado,https://fabtcg.com/decklists/philipp-kuschel-oscilio-constella-intelligence-battle-hardened-munich/,battle hardened,['Wizard'],['Elemental'],['Adult']
429,Germany,06 Sep 2025,"Alexander Hempelmann – Oscilio, Constella Intelligence – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Oscilio, Constella Intelligence",nao informado,https://fabtcg.com/decklists/alexander-hempelmann-oscilio-constella-intelligence-battle-hardened-munich-2025/,battle hardened,['Wizard'],['Elemental'],['Adult']
430,Germany,06 Sep 2025,"Jonas Schütze – Cindra, Dracai of Retribution – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/jonas-schutze-cindra-dracai-of-retribution-battle-hardened-munich-2025/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
431,Slovenia,06 Sep 2025,"Jean Luka Zorko – Gravy Bones, Shipwrecked Looter – Battle Hardened Munich 2025",Battle Hardened: Munich,Classic Constructed,"Gravy Bones, Shipwrecked Looter",nao informado,https://fabtcg.com/decklists/jean-luka-zorko-gravy-bones-shipwrecked-looter-battle-hardened-munich-2025/,battle hardened,['Pirate' 'Necromancer'],['nenhum'],['Adult']
432,United States of America,30 Aug 2025,"Andrew Wilborn – Ira, Scarlet Revenger – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Ira, Scarlet Revenger",nao informado,https://fabtcg.com/decklists/andrew-wilborn-ira-scarlet-revenger-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Ninja'],['nenhum'],['Adult']
433,United States of America,30 Aug 2025,"Evan Herndon – Chane, Bound by Shadow – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Chane, Bound by Shadow",nao informado,https://fabtcg.com/decklists/evan-herndon-chane-bound-by-shadow-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Runeblade'],['Shadow'],['Adult']
434,United States of America,30 Aug 2025,"Jean Paul Negron – Nuu, Alluring Desire – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Nuu, Alluring Desire",nao informado,https://fabtcg.com/decklists/jean-paul-negron-nuu-alluring-desire-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Assassin'],['Mystic'],['Adult']
435,Canada,30 Aug 2025,"James Warburton – Bravo, Star of the Show – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Bravo, Star of the Show",nao informado,https://fabtcg.com/decklists/james-warburton-bravo-star-of-the-show-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Guardian'],['Elemental'],['Adult']
436,United States of America,30 Aug 2025,"Joseph Hefferon – Iyslander, Stormbind – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Iyslander, Stormbind",nao informado,https://fabtcg.com/decklists/joseph-hefferon-iyslander-stormbind-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Wizard'],['Elemental'],['Adult']
437,United States of America,30 Aug 2025,"Andrew Singleton – Zen, Tamer of Purpose – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Zen, Tamer of Purpose",nao informado,https://fabtcg.com/decklists/andrew-singleton-zen-tamer-of-purpose-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Ninja'],['Mystic'],['Adult']
438,United Kingdom,30 Aug 2025,"Jacob Clements – Bravo, Star of the Show – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Bravo, Star of the Show",nao informado,https://fabtcg.com/decklists/jacob-clements-bravo-star-of-the-show-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Guardian'],['Elemental'],['Adult']
439,Canada,30 Aug 2025,"Michael Jaszczur – Chane, Bound by Shadow – SAT 0900 Battle Hardened (LL) – SCG CON Orlando",Battle Hardened: Orlando,Living Legend,"Chane, Bound by Shadow",nao informado,https://fabtcg.com/decklists/michael-jaszczur-chane-bound-by-shadow-sat-0900-battle-hardened-ll-scg-con-orlando/,battle hardened,['Runeblade'],['Shadow'],['Adult']
440,Sweden,24 Aug 2025,"Konrad Niva – Arakni, Marionette – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/konrad-niva-arakni-marionette-battle-hardened-copenhagen-2025/,battle hardened,['Assassin'],['Chaos'],['Adult']
441,United Kingdom,24 Aug 2025,"Finn Baird – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/finn-baird-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-copenhagen-2025/,battle hardened,['Assassin'],['Chaos'],['Adult']
442,Sweden,24 Aug 2025,Teo Rutisson – Dash I/O – Battle Hardened: Copenhagen 2025,Battle Hardened: Copenhagen,Classic Constructed,Dash I/O,nao informado,https://fabtcg.com/decklists/teo-rutisson-dash-io-battle-hardened-copenhagen-2025/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
443,Italy,24 Aug 2025,"Daniele Frattarelli – Cindra, Dracai of Retribution – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/daniele-frattarelli-cindra-dracai-of-retribution-battle-hardened-copenhagen-2025/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
444,Canada,24 Aug 2025,"Elaine Cao – Prism, Awakener of Sol – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Prism, Awakener of Sol",nao informado,https://fabtcg.com/decklists/5f33fd58-4450-4378-80d6-2c067dc6b306/,battle hardened,['Illusionist'],['Light'],['Adult']
445,United Kingdom,24 Aug 2025,"Finlay Freir – Vynnset, Iron Maiden – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Vynnset, Iron Maiden",nao informado,https://fabtcg.com/decklists/finlay-freir-vynnset-iron-maiden-battle-hardened-copenhagen-2025/,battle hardened,['Runeblade'],['Shadow'],['Adult']
446,Italy,24 Aug 2025,"Tommaso Ariatti – Arakni, Marionette – Battle Hardened: Copenhagen 2025",Battle Hardened: Copenhagen,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/tommaso-ariatti-arakni-marionette-battle-hardened-copenhagen-2025/,battle hardened,['Assassin'],['Chaos'],['Adult']
447,Italy,24 Aug 2025,Mirko Macchia – Dash I/O – Battle Hardened: Copenhagen 2025,Battle Hardened: Copenhagen,Classic Constructed,Dash I/O,nao informado,https://fabtcg.com/decklists/mirko-macchia-dash-io-battle-hardened-copenhagen-2025/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
448,United States of America,23 Aug 2025,"Alexander Vore – Oscilio, Constella Intelligence – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Oscilio, Constella Intelligence",nao informado,https://fabtcg.com/decklists/alexander-vore-oscilio-constella-intelligence-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Wizard'],['Elemental'],['Adult']
449,United States of America,23 Aug 2025,"Maxwell Mitchell – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/maxwell-mitchell-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Assassin'],['Chaos'],['Adult']
450,United States of America,23 Aug 2025,"Bird Cabrera – Gravy Bones, Shipwrecked Looter – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Gravy Bones, Shipwrecked Looter",nao informado,https://fabtcg.com/decklists/bird-cabrera-gravy-bones-shipwrecked-looter-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Pirate' 'Necromancer'],['nenhum'],['Adult']
451,United States of America,23 Aug 2025,"Matthew Vore – Florian, Rotwood Harbinger – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Florian, Rotwood Harbinger",nao informado,https://fabtcg.com/decklists/matthew-vore-florian-rotwood-harbinger-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Runeblade'],['Elemental'],['Adult']
452,United States of America,23 Aug 2025,CODY READY – Dash I/O – Battle Hardened: Phoenix 2025 (LDXP Phoenix),Battle Hardened: Phoenix,Classic Constructed,Dash I/O,nao informado,https://fabtcg.com/decklists/cody-ready-dash-io-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
453,United States of America,23 Aug 2025,"Justin Fernandes – Gravy Bones, Shipwrecked Looter – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Gravy Bones, Shipwrecked Looter",nao informado,https://fabtcg.com/decklists/justin-fernandes-gravy-bones-shipwrecked-looter-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Pirate' 'Necromancer'],['nenhum'],['Adult']
454,United States of America,23 Aug 2025,"Eric Dauernnheim – Verdance, Thorn of the Rose – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Verdance, Thorn of the Rose",nao informado,https://fabtcg.com/decklists/eric-dauernnheim-verdance-thorn-of-the-rose-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Wizard'],['Elemental'],['Adult']
455,United States of America,23 Aug 2025,"Peter Buddensiek – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened: Phoenix 2025 (LDXP Phoenix)",Battle Hardened: Phoenix,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/peter-buddensiek-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-phoenix-2025-ldxp-phoenix/,battle hardened,['Assassin'],['Chaos'],['Adult']
456,United Kingdom,23 Aug 2025,"Francesco Giorgio – Arakni, 5L!p3d 7hRu 7h3 cR4X – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/francesco-giorgio-arakni-5lp3d-7hru-7h3-cr4x-calling-copenhagen-2025/,calling,['Assassin'],['Chaos'],['Adult']
457,Germany,23 Aug 2025,"Maximilian Klein – Fang, Dracai of Blades – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Fang, Dracai of Blades",nao informado,https://fabtcg.com/decklists/maximilian-klein-fang-dracai-of-blades-calling-copenhagen-2025/,calling,['Warrior'],['Royal' 'Draconic'],['Adult']
458,Italy,23 Aug 2025,"Tommaso Viscido – Arakni, 5L!p3d 7hRu 7h3 cR4X – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/tommaso-viscido-arakni-5lp3d-7hru-7h3-cr4x-calling-copenhagen-2025/,calling,['Assassin'],['Chaos'],['Adult']
459,Poland,23 Aug 2025,"Bartosz Ziemba – Gravy Bones, Shipwrecked Looter – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Gravy Bones, Shipwrecked Looter",nao informado,https://fabtcg.com/decklists/bartosz-ziemba-gravy-bones-shipwrecked-looter-calling-copenhagen-2025/,calling,['Pirate' 'Necromancer'],['nenhum'],['Adult']
460,Spain,23 Aug 2025,"Juan Chacon – Gravy Bones, Shipwrecked Looter – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Gravy Bones, Shipwrecked Looter",nao informado,https://fabtcg.com/decklists/juan-chacon-gravy-bones-shipwrecked-looter-calling-copenhagen-2025/,calling,['Pirate' 'Necromancer'],['nenhum'],['Adult']
461,Czechia,23 Aug 2025,"Martin Holík – Oscilio, Constella Intelligence – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Oscilio, Constella Intelligence",nao informado,https://fabtcg.com/decklists/martin-holik-oscilio-constella-intelligence-calling-copenhagen-2025/,calling,['Wizard'],['Elemental'],['Adult']
462,United Kingdom,23 Aug 2025,"Stefano Berian – Cindra, Dracai of Retribution – Calling: Copenhagen 2025",Calling: Copenhagen,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/stefano-berian-cindra-dracai-of-retribution-calling-copenhagen-2025/,calling,['Ninja'],['Royal' 'Draconic'],['Adult']
463,United Kingdom,23 Aug 2025,Jason Rolfe – Jarl Vetreiði – Calling: Copenhagen 2025,Calling: Copenhagen,Classic Constructed,Jarl Vetreiði,nao informado,https://fabtcg.com/decklists/jason-rolfe-jarl-vetreii-calling-copenhagen-2025/,calling,['Guardian'],['Elemental'],['Adult']
464,United States of America,17 Aug 2025,"James Miller – Kano, Dracai of Aether – Battle Hardened Kansas City",Battle Hardened: Kansas City,Classic Constructed,"Kano, Dracai of Aether",nao informado,https://fabtcg.com/decklists/james-miller-kano-dracai-of-aether-battle-hardened-kansas-city/,battle hardened,['Wizard'],['nenhum'],['Adult']
465,United States of America,17 Aug 2025,"Yasunari Sakuma – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened Kansas City",Battle Hardened: Kansas City,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/yasunari-sakuma-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-kansas-city/,battle hardened,['Assassin'],['Chaos'],['Adult']
466,United States of America,17 Aug 2025,"Daniel Rutkowski – Arakni, Marionette – Battle Hardened Kansas City",Battle Hardened: Kansas City,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/daniel-rutkowski-arakni-marionette-battle-hardened-kansas-city/,battle hardened,['Assassin'],['Chaos'],['Adult']
467,United States of America,17 Aug 2025,Richard Truong – Dorinthea Ironsong – Battle Hardened Kansas City,Battle Hardened: Kansas City,Classic Constructed,Dorinthea Ironsong,nao informado,https://fabtcg.com/decklists/richard-truong-dorinthea-ironsong-battle-hardened-kansas-city/,battle hardened,['Warrior'],['nenhum'],['Adult']
468,United States of America,17 Aug 2025,"Zak Miller – Arakni, Marionette – Battle Hardened Kansas City",Battle Hardened: Kansas City,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/zak-miller-arakni-marionette-battle-hardened-kansas-city/,battle hardened,['Assassin'],['Chaos'],['Adult']
469,United States of America,17 Aug 2025,"Wyatt Goehring – Cindra, Dracai of Retribution – Battle Hardened Kansas City",Battle Hardened: Kansas City,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/wyatt-goehring-cindra-dracai-of-retribution-battle-hardened-kansas-city/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
